,Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories,date
3098,10,00:05:00.000,00:05:00.000,0.83,4,2,0:06:01  ,0:06:01  ,0:04:45  ,171.90625,179.0,96.52005033175789,160.0,170.0,--,72,2023-01-10 07:28:33
3099,11,00:06:50.803,00:06:45.000,1.0,22,1,0:06:50  ,0:06:45  ,0:05:38  ,165.421875,176.0,88.29267915253614,154.0,167.0,--,91,2023-01-10 07:28:33
3100,12,00:03:09.197,00:03:09.000,0.43,20,0,0:07:18  ,0:07:18  ,0:06:41  ,165.65625,173.0,82.56740022399975,161.0,164.0,--,43,2023-01-10 07:28:33
3101,13,00:00:01.221,00:00:01.000,0.0,0,0,0:05:49  ,0:04:45  ,0:10:15  ,118.5,119.0,145.1393908603934,158.0,158.0,--,0,2023-01-10 07:28:33
3102,Summary,00:47:01.221,00:46:49.052,7.73,57,58,0:06:04  ,0:06:03  ,0:02:57  ,171.109375,210.0,95.71408279871834,148.0,172.0,--,637,2023-01-10 07:28:33
3103,1,00:02:55.401,00:02:51.000,0.5,--,10,0:05:50  ,0:05:42  ,0:05:31  ,158.984375,169.0,107.58079352295312,133.0,151.0,--,37,2022-07-25 06:18:18
3104,2,00:02:37.390,00:02:31.000,0.5,--,41,0:05:14  ,0:05:02  ,0:04:59  ,162.125,174.0,117.5693540052472,148.0,157.0,--,37,2022-07-25 06:18:18
3105,3,00:02:33.970,00:02:33.970,0.5,7,--,0:05:07  ,0:05:07  ,0:04:41  ,169.5625,172.0,114.90934004775816,154.0,160.0,--,40,2022-07-25 06:18:18
3106,4,00:02:32.523,00:02:32.523,0.5,--,--,0:05:05  ,0:05:05  ,0:04:42  ,171.859375,176.0,114.44918437530912,158.0,165.0,--,42,2022-07-25 06:18:18
3107,5,00:02:36.465,00:02:36.465,0.5,6,--,0:05:12  ,0:05:12  ,0:04:46  ,171.375,174.0,111.88106521739236,162.0,167.0,--,45,2022-07-25 06:18:18
3108,6,00:02:45.148,00:02:44.000,0.5,13,--,0:05:30  ,0:05:27  ,0:05:22  ,170.09375,174.0,106.79713280202404,160.0,166.0,--,46,2022-07-25 06:18:18
3109,7,00:02:38.054,00:02:38.000,0.5,1,--,0:05:16  ,0:05:16  ,0:04:48  ,173.4375,176.0,109.43916132323378,164.0,169.0,--,41,2022-07-25 06:18:18
3110,8,00:02:28.254,00:02:28.000,0.5,--,--,0:04:56  ,0:04:56  ,0:04:48  ,174.921875,178.0,115.68331293819874,169.0,172.0,--,42,2022-07-25 06:18:18
3111,9,00:02:32.936,00:02:32.936,0.5,--,--,0:05:05  ,0:05:05  ,0:04:52  ,173.21875,176.0,113.24436845440202,172.0,177.0,--,42,2022-07-25 06:18:18
3112,10,00:02:31.097,00:02:30.000,0.5,--,1,0:05:02  ,0:05:00  ,0:04:54  ,173.515625,176.0,114.4265552334491,170.0,172.0,--,40,2022-07-25 06:18:18
3113,11,00:02:32.502,00:02:32.502,0.5,--,5,0:05:04  ,0:05:05  ,0:04:55  ,173.140625,176.0,113.61789468808465,170.0,171.0,--,43,2022-07-25 06:18:18
3114,12,00:02:42.573,00:02:42.573,0.5,3,--,0:05:25  ,0:05:25  ,0:04:54  ,171.40625,174.0,107.65796997558095,169.0,173.0,--,41,2022-07-25 06:18:18
3115,13,00:02:49.924,00:02:49.000,0.5,--,--,0:05:39  ,0:05:38  ,0:04:54  ,170.734375,174.0,103.40596053941351,169.0,173.0,--,47,2022-07-25 06:18:18
3116,14,00:02:41.055,00:02:41.055,0.5,4,--,0:05:22  ,0:05:22  ,0:05:12  ,171.4375,174.0,108.65287873666408,170.0,173.0,--,42,2022-07-25 06:18:18
3117,15,00:02:34.699,00:02:34.000,0.5,--,2,0:05:09  ,0:05:08  ,0:05:12  ,171.21875,174.0,113.2615268267332,168.0,173.0,--,40,2022-07-25 06:18:18
3118,16,00:02:44.375,00:02:44.375,0.5,--,4,0:05:28  ,0:05:28  ,0:04:59  ,169.578125,172.0,107.62561840061744,171.0,179.0,--,42,2022-07-25 06:18:18
3119,17,00:02:37.766,00:02:37.000,0.5,--,18,0:05:15  ,0:05:14  ,0:04:43  ,170.203125,174.0,111.72240929445644,166.0,173.0,--,41,2022-07-25 06:18:18
3120,18,00:02:40.121,00:02:40.000,0.5,4,--,0:05:20  ,0:05:20  ,0:04:59  ,170.71875,174.0,109.74676636680032,168.0,177.0,--,42,2022-07-25 06:18:18
3121,19,00:02:39.387,00:02:39.387,0.5,--,--,0:05:18  ,0:05:18  ,0:05:18  ,171.515625,174.0,109.73993183339743,165.0,173.0,--,41,2022-07-25 06:18:18
3122,20,00:02:45.648,00:02:44.000,0.5,--,1,0:05:31  ,0:05:27  ,0:05:12  ,170.40625,174.0,106.27951204887768,168.0,174.0,--,45,2022-07-25 06:18:18
3123,21,00:01:07.939,00:01:07.939,0.21,--,--,0:05:20  ,0:05:20  ,0:05:02  ,171.171875,172.0,109.2865338209302,165.0,169.0,--,18,2022-07-25 06:18:18
3124,Summary,00:54:07.227,00:53:49.725,10.21,37,82,0:05:17  ,0:05:16  ,0:04:41  ,170.390625,178.0,110.72634526765938,164.0,179.0,--,854,2022-07-25 06:18:18
3125,1,00:03:44.495,00:03:44.495,0.5,--,12,0:07:29  ,0:07:28  ,0:05:19  ,162.34375,170.0,82.31500669464918,124.0,137.0,--,40,2022-09-06 06:28:14
3126,2,00:03:34.212,00:03:34.000,0.5,--,36,0:07:08  ,0:07:08  ,0:06:16  ,166.296875,170.0,84.21575745280603,128.0,139.0,--,36,2022-09-06 06:28:14
3127,3,00:03:12.589,00:03:12.000,0.5,7,--,0:06:25  ,0:06:24  ,0:04:56  ,170.140625,184.0,91.55493161349848,142.0,154.0,--,45,2022-09-06 06:28:14
3128,4,00:03:25.336,00:03:25.336,0.5,--,--,0:06:50  ,0:06:50  ,0:05:58  ,166.96875,170.0,87.50260136559504,136.0,142.0,--,44,2022-09-06 06:28:14
3129,5,00:03:15.354,00:03:15.000,0.5,--,--,0:06:30  ,0:06:29  ,0:04:44  ,163.90625,210.0,93.6921971764508,146.0,151.0,--,44,2022-09-06 06:28:14
3130,6,00:02:48.014,00:02:48.014,0.46,--,--,0:06:03  ,0:06:03  ,0:05:46  ,167.96875,170.0,98.24137404432534,148.0,153.0,--,40,2022-09-06 06:28:14
3131,7,00:00:40.000,00:00:39.000,0.17,--,--,0:03:51  ,0:03:46  ,0:03:36  ,191.765625,201.0,134.94598232018456,148.0,153.0,--,9,2022-09-06 06:28:14
3132,8,00:03:00.000,00:03:00.000,0.42,7,4,0:07:13  ,0:07:13  ,0:03:36  ,167.109375,196.0,82.91974686379928,147.0,156.0,--,46,2022-09-06 06:28:14
3133,9,00:00:30.000,00:00:30.000,0.13,--,--,0:03:54  ,0:03:54  ,0:03:36  ,193.328125,203.0,132.3552922694577,142.0,146.0,--,8,2022-09-06 06:28:14
3134,10,00:03:00.000,00:03:00.000,0.46,4,--,0:06:29  ,0:06:29  ,0:03:30  ,167.65625,203.0,91.95799719439268,150.0,155.0,--,41,2022-09-06 06:28:14
3135,11,00:00:20.000,00:00:20.000,0.09,--,--,0:03:50  ,0:03:50  ,0:03:25  ,188.15625,201.0,138.53911213097908,153.0,155.0,--,5,2022-09-06 06:28:14
3136,12,00:03:09.586,00:03:09.586,0.5,5,8,0:06:19  ,0:06:19  ,0:03:24  ,166.9375,203.0,94.7896869652248,148.0,164.0,--,45,2022-09-06 06:28:14
3137,13,00:01:50.414,00:01:49.000,0.28,--,4,0:06:30  ,0:06:25  ,0:06:20  ,167.1875,169.0,91.97696111704556,146.0,151.0,--,24,2022-09-06 06:28:14
3138,14,00:00:40.000,00:00:40.000,0.19,--,--,0:03:36  ,0:03:36  ,0:03:36  ,192.796875,201.0,143.9416441580051,152.0,159.0,--,10,2022-09-06 06:28:14
3139,15,00:03:00.000,00:03:00.000,0.45,1,--,0:06:40  ,0:06:40  ,0:03:43  ,164.625,199.0,91.01088554519426,157.0,164.0,--,40,2022-09-06 06:28:14
3140,16,00:00:30.000,00:00:30.000,0.14,--,--,0:03:28  ,0:03:28  ,0:03:04  ,200.0625,213.0,143.6551047280147,154.0,158.0,--,8,2022-09-06 06:28:14
3141,17,00:03:00.000,00:03:00.000,0.43,--,--,0:06:58  ,0:06:58  ,0:03:27  ,164.921875,208.0,86.92196382046423,152.0,158.0,--,41,2022-09-06 06:28:14
3142,18,00:00:20.000,00:00:20.000,0.09,--,--,0:03:35  ,0:03:35  ,0:03:20  ,194.296875,213.0,143.6255677962907,154.0,162.0,--,5,2022-09-06 06:28:14
3143,19,00:03:15.912,00:03:15.912,0.5,--,--,0:06:31  ,0:06:31  ,0:03:06  ,165.09375,210.0,92.75334452125703,153.0,167.0,--,46,2022-09-06 06:28:14
3144,20,00:01:44.088,00:01:34.000,0.23,--,--,0:07:38  ,0:06:54  ,0:06:21  ,154.34375,171.0,84.77135652800332,152.0,157.0,--,24,2022-09-06 06:28:14
3145,21,00:03:41.779,00:03:41.779,0.5,21,4,0:07:23  ,0:07:23  ,0:06:52  ,165.109375,169.0,81.92738381054207,156.0,162.0,--,53,2022-09-06 06:28:14
3146,22,00:01:33.146,00:01:33.000,0.22,10,--,0:07:02  ,0:07:01  ,0:07:08  ,165.359375,169.0,85.87530616981016,160.0,166.0,--,23,2022-09-06 06:28:14
3147,Summary,00:50:14.925,00:50:01.122,7.76,54,68,0:06:28  ,0:06:26  ,0:03:04  ,167.25,213.0,91.81109304960044,146.0,167.0,--,677,2022-09-06 06:28:14
3148,1,00:06:13.743,00:06:13.743,1.0,0,36,0:06:13  ,0:06:13  ,0:05:19  ,173.109375,187.0,92.99000244140626,138.0,146.0,--,81,2023-05-09 11:33:56
3149,2,00:06:16.947,00:06:16.947,1.0,5,9,0:06:16  ,0:06:16  ,0:05:45  ,174.328125,186.0,91.8,147.0,153.0,--,84,2023-05-09 11:33:56
3150,3,00:06:23.669,00:06:23.000,1.0,3,10,0:06:23  ,0:06:23  ,0:06:10  ,173.71875,177.0,90.49000244140626,144.0,154.0,--,82,2023-05-09 11:33:56
3151,4,00:01:05.641,00:01:05.641,0.18,0,1,0:06:06  ,0:06:06  ,0:06:00  ,175.25,177.0,90.52999877929688,146.0,155.0,--,14,2023-05-09 11:33:56
3152,5,00:00:30.000,00:00:29.000,0.12,0,1,0:04:04  ,0:03:56  ,0:03:25  ,190.765625,196.0,122.24000244140626,163.0,168.0,--,8,2023-05-09 11:33:56
3153,6,00:02:30.000,00:02:30.000,0.39,0,0,0:06:28  ,0:06:28  ,0:03:54  ,174.609375,194.0,95.62000122070312,156.0,170.0,--,35,2023-05-09 11:33:56
3154,7,00:00:30.000,00:00:30.000,0.12,0,0,0:04:03  ,0:04:03  ,0:04:06  ,189.203125,196.0,108.91999511718753,162.0,171.0,--,8,2023-05-09 11:33:56
3155,8,00:02:30.000,00:02:30.000,0.4,0,2,0:06:18  ,0:06:18  ,0:04:06  ,173.328125,195.0,92.14000244140624,155.0,172.0,--,34,2023-05-09 11:33:56
3156,9,00:00:30.000,00:00:30.000,0.13,2,0,0:03:45  ,0:03:45  ,0:03:36  ,190.96875,197.0,122.5800048828125,162.0,171.0,--,8,2023-05-09 11:33:56
3157,10,00:02:30.000,00:02:30.000,0.37,0,0,0:06:49  ,0:06:49  ,0:03:37  ,169.8125,190.0,89.49000244140626,157.0,172.0,--,33,2023-05-09 11:33:56
3158,11,00:04:00.000,00:04:00.000,0.85,0,0,0:04:42  ,0:04:42  ,0:04:22  ,181.734375,188.0,115.74000244140626,170.0,174.0,--,65,2023-05-09 11:33:56
3159,12,00:01:30.000,00:01:30.000,0.2,0,0,0:07:40  ,0:07:40  ,0:04:40  ,163.171875,178.0,89.84000244140626,158.0,172.0,--,19,2023-05-09 11:33:56
3160,13,00:04:00.000,00:04:00.000,0.85,1,1,0:04:43  ,0:04:43  ,0:04:17  ,181.78125,186.0,115.49000244140626,171.0,175.0,--,65,2023-05-09 11:33:56
3161,14,00:01:30.000,00:01:30.000,0.19,0,0,0:07:55  ,0:07:56  ,0:04:52  ,158.5625,182.0,79.75,157.0,173.0,--,19,2023-05-09 11:33:56
3162,15,00:04:00.000,00:04:00.000,0.84,0,1,0:04:44  ,0:04:44  ,0:04:31  ,183.90625,188.0,114.24000244140626,171.0,176.0,--,65,2023-05-09 11:33:56
3163,16,00:01:30.000,00:01:30.000,0.19,0,0,0:08:05  ,0:08:05  ,0:04:44  ,158.734375,178.0,83.12999877929688,158.0,175.0,--,18,2023-05-09 11:33:56
3164,17,00:04:00.000,00:04:00.000,0.84,1,0,0:04:45  ,0:04:45  ,0:04:31  ,183.484375,189.0,114.0300048828125,172.0,177.0,--,65,2023-05-09 11:33:56
3165,18,00:01:30.000,00:01:30.000,0.18,1,0,0:08:28  ,0:08:28  ,0:05:17  ,152.671875,173.0,81.82999877929689,155.0,173.0,--,18,2023-05-09 11:33:56
3166,19,00:04:00.000,00:04:00.000,0.85,1,1,0:04:42  ,0:04:42  ,0:04:23  ,184.140625,189.0,114.2699951171875,171.0,176.0,--,65,2023-05-09 11:33:56
3167,20,00:01:30.000,00:01:30.000,0.2,0,1,0:07:35  ,0:07:35  ,0:04:42  ,158.734375,179.0,85.7,157.0,175.0,--,19,2023-05-09 11:33:56
3168,21,00:06:27.377,00:06:27.377,1.0,7,0,0:06:27  ,0:06:27  ,0:06:05  ,174.125,177.0,90.22999877929688,157.0,166.0,--,86,2023-05-09 11:33:56
3169,22,00:03:32.623,00:03:32.623,0.56,25,0,0:06:18  ,0:06:18  ,0:05:42  ,175.484375,177.0,89.75999755859375,167.0,173.0,--,53,2023-05-09 11:33:56
3170,23,00:00:14.535,00:00:14.000,0.04,3,0,0:06:03  ,0:05:49  ,0:06:08  ,175.734375,177.0,94.07999877929689,171.0,173.0,--,4,2023-05-09 11:33:56
3171,Summary,01:06:44.535,01:06:42.331,11.48,50,64,0:05:48  ,0:05:48  ,0:03:25  ,175.1875,197.0,98.17000122070311,158.0,177.0,--,948,2023-05-09 11:33:56
3172,1,00:05:19.743,00:05:19.743,1.0,--,48,0:05:19  ,0:05:19  ,0:04:36  ,163.21875,178.0,114.96883797959627,132.0,159.0,--,65,2022-05-09 06:13:22
3173,2,00:05:17.623,00:05:17.623,1.0,5,--,0:05:17  ,0:05:17  ,0:04:37  ,169.703125,174.0,111.31392246226476,155.0,163.0,--,83,2022-05-09 06:13:22
3174,3,00:05:19.090,00:05:19.000,1.0,9,7,0:05:19  ,0:05:19  ,0:05:06  ,167.21875,170.0,112.4483503815662,152.0,163.0,--,80,2022-05-09 06:13:22
3175,4,00:05:15.549,00:05:15.000,1.0,6,9,0:05:15  ,0:05:15  ,0:05:03  ,168.578125,172.0,112.79327522137916,160.0,168.0,--,84,2022-05-09 06:13:22
3176,5,00:05:23.674,00:05:23.674,1.0,4,--,0:05:23  ,0:05:23  ,0:05:08  ,169.5625,174.0,109.32352066305188,162.0,169.0,--,86,2022-05-09 06:13:22
3177,6,00:05:35.377,00:05:35.000,1.0,9,3,0:05:35  ,0:05:35  ,0:05:11  ,168.15625,170.0,106.39101268346307,158.0,168.0,--,85,2022-05-09 06:13:22
3178,7,00:05:20.166,00:05:20.000,1.0,--,14,0:05:20  ,0:05:20  ,0:05:04  ,167.65625,172.0,111.77799427248092,157.0,164.0,--,80,2022-05-09 06:13:22
3179,8,00:05:23.295,00:05:23.295,1.0,6,2,0:05:23  ,0:05:23  ,0:05:08  ,167.640625,172.0,110.70646236386258,155.0,165.0,--,76,2022-05-09 06:13:22
3180,9,00:05:37.171,00:05:37.000,1.0,7,5,0:05:37  ,0:05:37  ,0:05:15  ,167.765625,172.0,106.07134362172192,155.0,159.0,--,79,2022-05-09 06:13:22
3181,10,00:05:27.608,00:05:27.608,1.0,9,5,0:05:27  ,0:05:27  ,0:05:02  ,168.359375,172.0,108.78260255602964,154.0,161.0,--,75,2022-05-09 06:13:22
3182,11,00:05:08.741,00:05:08.000,1.0,--,6,0:05:08  ,0:05:08  ,0:04:48  ,170.9375,176.0,113.68930187888044,155.0,161.0,--,70,2022-05-09 06:13:22
3183,12,00:05:07.203,00:05:07.000,1.0,6,3,0:05:07  ,0:05:07  ,0:04:35  ,171.9375,176.0,113.59394594395329,156.0,160.0,--,69,2022-05-09 06:13:22
3184,13,00:00:12.058,00:00:12.058,0.03,--,--,0:06:59  ,0:06:59  ,0:05:41  ,167.078125,168.0,85.68331505332328,157.0,159.0,--,3,2022-05-09 06:13:22
3185,Summary,01:04:27.298,01:04:25.001,12.03,60,103,0:05:21  ,0:05:21  ,0:04:35  ,168.359375,178.0,110.843871470021,154.0,169.0,--,935,2022-05-09 06:13:22
3186,1,00:06:29.150,00:06:29.150,1.0,1,35,0:06:29  ,0:06:29  ,0:05:55  ,173.0625,183.0,89.17999877929688,122.0,133.0,--,74,2023-11-21 06:35:59
3187,2,00:06:07.885,00:06:06.000,1.0,0,5,0:06:07  ,0:06:06  ,0:05:45  ,173.421875,179.0,93.45,134.0,145.0,--,78,2023-11-21 06:35:59
3188,3,00:06:04.575,00:06:04.575,1.0,0,1,0:06:04  ,0:06:04  ,0:05:55  ,174.65625,178.0,94.42999877929688,142.0,147.0,--,82,2023-11-21 06:35:59
3189,4,00:01:18.390,00:01:18.000,0.22,0,1,0:06:02  ,0:06:01  ,0:05:53  ,173.75,178.0,95.67999877929688,148.0,151.0,--,18,2023-11-21 06:35:59
3190,5,00:04:00.000,00:03:59.000,0.85,8,0,0:04:40  ,0:04:39  ,0:04:27  ,184.203125,190.0,113.9,167.0,173.0,--,64,2023-11-21 06:35:59
3191,6,00:03:00.000,00:03:00.000,0.48,1,6,0:06:14  ,0:06:14  ,0:04:36  ,172.390625,180.0,91.80999755859376,153.0,172.0,--,40,2023-11-21 06:35:59
3192,7,00:04:00.000,00:04:00.000,0.84,0,5,0:04:44  ,0:04:44  ,0:04:25  ,182.46875,190.0,114.14000244140624,163.0,171.0,--,63,2023-11-21 06:35:59
3193,8,00:03:00.000,00:03:00.000,0.48,0,0,0:06:15  ,0:06:15  ,0:04:34  ,173.609375,186.0,95.92999877929688,155.0,171.0,--,42,2023-11-21 06:35:59
3194,9,00:06:25.729,00:06:25.000,1.0,17,0,0:06:25  ,0:06:25  ,0:05:36  ,170.734375,178.0,90.72000122070312,152.0,166.0,--,88,2023-11-21 06:35:59
3195,10,00:03:34.271,00:03:34.000,0.52,24,0,0:06:49  ,0:06:49  ,0:06:34  ,171.75,176.0,86.10000000000001,164.0,167.0,--,53,2023-11-21 06:35:59
3196,11,00:00:02.853,00:00:02.000,0.01,0,0,0:05:22  ,0:03:45  ,0:06:52  ,172.671875,176.0,84.62999877929688,167.0,167.0,--,1,2023-11-21 06:35:59
3197,Summary,00:44:02.853,00:43:57.725,7.41,52,53,0:05:56  ,0:05:56  ,0:04:25  ,174.75,190.0,95.80999755859376,147.0,173.0,--,602,2023-11-21 06:35:59
3198,1,00:06:08.626,00:06:08.626,1.0,--,53,0:06:08  ,0:06:08  ,0:05:36  ,166.671875,174.0,97.65690522029546,130.0,143.0,--,75,2022-10-31 16:14:40
3199,2,00:06:14.695,00:06:14.695,1.0,9,4,0:06:14  ,0:06:14  ,0:05:32  ,169.15625,173.0,94.66409673374548,142.0,151.0,--,87,2022-10-31 16:14:40
3200,3,00:06:00.337,00:06:00.337,1.0,6,4,0:06:00  ,0:06:00  ,0:05:43  ,169.015625,172.0,98.51798700116623,151.0,155.0,--,86,2022-10-31 16:14:40
3201,4,00:06:22.764,00:06:22.764,1.0,12,6,0:06:22  ,0:06:22  ,0:05:34  ,168.59375,172.0,92.9776759935,154.0,160.0,--,90,2022-10-31 16:14:40
3202,5,00:06:19.402,00:06:18.000,1.0,--,6,0:06:19  ,0:06:18  ,0:05:46  ,168.015625,172.0,94.12434205330209,149.0,160.0,--,87,2022-10-31 16:14:40
3203,6,00:06:13.148,00:06:13.148,1.0,--,2,0:06:13  ,0:06:13  ,0:05:19  ,168.3125,172.0,95.53307335184788,151.0,155.0,--,88,2022-10-31 16:14:40
3204,7,00:06:11.705,00:06:10.000,1.0,11,7,0:06:11  ,0:06:10  ,0:05:46  ,168.359375,172.0,95.87724763319768,155.0,158.0,--,87,2022-10-31 16:14:40
3205,8,00:01:29.323,00:01:29.323,0.23,--,--,0:06:27  ,0:06:27  ,0:06:12  ,168.515625,170.0,91.8356717731239,157.0,162.0,--,20,2022-10-31 16:14:40
3206,9,00:00:15.000,00:00:15.000,0.06,--,--,0:03:54  ,0:03:54  ,0:04:07  ,184.578125,196.0,138.67299102418946,166.0,172.0,--,3,2022-10-31 16:14:40
3207,10,00:00:45.000,00:00:45.000,0.12,--,--,0:06:06  ,0:06:06  ,0:04:00  ,166.75,200.0,98.21489401783484,173.0,178.0,--,12,2022-10-31 16:14:40
3208,11,00:00:15.000,00:00:15.000,0.06,--,--,0:04:08  ,0:04:08  ,0:03:48  ,181.796875,198.0,132.63154007305545,168.0,169.0,--,4,2022-10-31 16:14:40
3209,12,00:00:45.000,00:00:45.000,0.12,4,--,0:06:12  ,0:06:12  ,0:03:47  ,167.28125,198.0,96.22118535556385,174.0,178.0,--,12,2022-10-31 16:14:40
3210,13,00:00:15.000,00:00:15.000,0.06,--,--,0:03:51  ,0:03:51  ,0:03:37  ,184.53125,196.0,140.7458092982642,172.0,173.0,--,4,2022-10-31 16:14:40
3211,14,00:00:45.000,00:00:45.000,0.12,--,--,0:06:10  ,0:06:10  ,0:03:37  ,166.28125,196.0,97.28898223626511,176.0,180.0,--,12,2022-10-31 16:14:40
3212,15,00:00:15.000,00:00:15.000,0.07,--,--,0:03:40  ,0:03:40  ,0:03:44  ,181.203125,194.0,150.24022915409157,169.0,171.0,--,4,2022-10-31 16:14:40
3213,16,00:00:45.000,00:00:45.000,0.13,--,--,0:05:51  ,0:05:51  ,0:03:39  ,169.28125,194.0,100.90505247753984,172.0,175.0,--,12,2022-10-31 16:14:40
3214,17,00:00:15.000,00:00:15.000,0.07,--,--,0:03:37  ,0:03:37  ,0:03:36  ,184.796875,194.0,149.2449413946901,167.0,168.0,--,4,2022-10-31 16:14:40
3215,18,00:00:45.000,00:00:45.000,0.13,--,--,0:05:43  ,0:05:43  ,0:03:33  ,168.734375,194.0,103.43673314658766,172.0,176.0,--,12,2022-10-31 16:14:40
3216,19,00:00:15.000,00:00:15.000,0.07,--,5,0:03:34  ,0:03:34  ,0:03:26  ,189.0625,201.0,148.24727208161158,168.0,172.0,--,4,2022-10-31 16:14:40
3217,20,00:00:45.000,00:00:45.000,0.13,--,--,0:05:47  ,0:05:47  ,0:03:25  ,169.484375,200.0,101.73603108386344,174.0,177.0,--,12,2022-10-31 16:14:40
3218,21,00:02:28.425,00:02:28.000,0.39,--,2,0:06:20  ,0:06:19  ,0:06:13  ,167.71875,170.0,93.91308732288094,157.0,170.0,--,34,2022-10-31 16:14:40
3219,Summary,00:53:28.425,00:53:24.893,8.77,43,88,0:06:05  ,0:06:05  ,0:03:25  ,168.703125,201.0,97.08631844014846,151.0,180.0,--,749,2022-10-31 16:14:40
3220,1,00:06:27.545,00:06:26.000,1.0,2,0,0:06:27  ,0:06:26  ,0:05:18  ,169.84375,175.0,91.15479676558888,132.0,148.0,--,79,2023-02-20 15:26:39
3221,2,00:06:15.100,00:06:15.000,1.0,1,0,0:06:15  ,0:06:15  ,0:06:03  ,171.53125,174.0,93.2525951424592,150.0,154.0,--,85,2023-02-20 15:26:39
3222,3,00:06:13.653,00:06:13.000,1.0,0,1,0:06:13  ,0:06:13  ,0:05:51  ,171.484375,175.0,93.63930989706496,152.0,157.0,--,88,2023-02-20 15:26:39
3223,4,00:01:03.702,00:01:03.702,0.17,0,0,0:06:06  ,0:06:06  ,0:06:10  ,171.4375,176.0,95.53048963480607,157.0,158.0,--,16,2023-02-20 15:26:39
3224,5,00:05:07.151,00:05:07.000,1.0,0,1,0:05:07  ,0:05:07  ,0:05:00  ,177.328125,180.0,110.15943337236484,167.0,172.0,--,82,2023-02-20 15:26:39
3225,6,00:05:03.775,00:05:03.775,1.0,1,1,0:05:03  ,0:05:03  ,0:04:59  ,178.390625,183.0,110.72028690953556,171.0,173.0,--,82,2023-02-20 15:26:39
3226,7,00:05:05.590,00:05:05.000,1.0,0,0,0:05:05  ,0:05:05  ,0:04:52  ,178.859375,182.0,109.77423222816708,174.0,179.0,--,84,2023-02-20 15:26:39
3227,8,00:04:58.693,00:04:58.693,1.0,0,0,0:04:58  ,0:04:58  ,0:04:51  ,178.8125,184.0,112.33842748702288,176.0,180.0,--,83,2023-02-20 15:26:39
3228,9,00:04:44.791,00:04:44.791,0.95,3,3,0:05:00  ,0:05:00  ,0:04:55  ,178.5,181.0,111.76470201026405,177.0,180.0,--,79,2023-02-20 15:26:39
3229,10,00:05:00.000,00:04:59.000,0.75,2,0,0:06:38  ,0:06:36  ,0:04:55  ,169.796875,180.0,88.71423374666422,167.0,181.0,--,68,2023-02-20 15:26:39
3230,11,00:05:05.676,00:05:05.676,1.0,2,4,0:05:05  ,0:05:05  ,0:04:48  ,178.25,181.0,110.11852296183233,175.0,180.0,--,84,2023-02-20 15:26:39
3231,12,00:05:03.277,00:05:03.000,1.0,0,0,0:05:03  ,0:05:03  ,0:04:58  ,179.21875,184.0,110.38964062847884,178.0,182.0,--,84,2023-02-20 15:26:39
3232,13,00:05:06.535,00:05:06.000,1.0,0,0,0:05:06  ,0:05:06  ,0:04:59  ,179.546875,184.0,109.01677374896629,179.0,181.0,--,85,2023-02-20 15:26:39
3233,14,00:05:02.402,00:05:02.402,1.0,0,0,0:05:02  ,0:05:02  ,0:04:56  ,180.421875,184.0,109.9708008698914,179.0,181.0,--,85,2023-02-20 15:26:39
3234,15,00:04:42.110,00:04:42.000,0.92,3,2,0:05:05  ,0:05:05  ,0:04:57  ,180.21875,184.0,109.04239469475424,180.0,182.0,--,79,2023-02-20 15:26:39
3235,16,00:05:00.000,00:04:59.000,0.7,1,0,0:07:06  ,0:07:04  ,0:05:17  ,161.09375,174.0,87.37893277158099,163.0,181.0,--,61,2023-02-20 15:26:39
3236,17,00:06:19.893,00:06:19.893,1.0,0,0,0:06:19  ,0:06:19  ,0:05:44  ,172.203125,176.0,91.71680651287008,169.0,172.0,--,88,2023-02-20 15:26:39
3237,18,00:03:40.107,00:03:38.000,0.54,0,0,0:06:46  ,0:06:42  ,0:05:33  ,166.90625,176.0,88.50747934836406,164.0,169.0,--,49,2023-02-20 15:26:39
3238,19,00:00:32.903,00:00:26.000,0.04,0,0,0:14:56  ,0:11:48  ,0:09:26  ,22.265625,167.0,300.7347065577204,159.0,165.0,--,5,2023-02-20 15:26:39
3239,Summary,01:30:32.903,01:30:17.932,16.08,15,12,0:05:37  ,0:05:36  ,0:04:48  ,173.78125,184.0,102.96526368365387,167.0,182.0,--,1367,2023-02-20 15:26:39
3240,1,00:06:21.259,00:06:21.259,1.0,0,34,0:06:21  ,0:06:21  ,0:05:45  ,171.421875,182.0,92.14000244140624,128.0,136.0,--,77,2023-12-12 06:29:26
3241,2,00:06:09.170,00:06:08.000,1.0,0,6,0:06:09  ,0:06:08  ,0:05:43  ,174.53125,179.0,92.97000122070312,137.0,146.0,--,80,2023-12-12 06:29:26
3242,3,00:06:03.433,00:06:03.000,1.0,0,0,0:06:03  ,0:06:03  ,0:05:49  ,175.09375,178.0,94.77000122070314,143.0,149.0,--,84,2023-12-12 06:29:26
3243,4,00:01:26.138,00:01:26.138,0.24,0,1,0:06:00  ,0:06:00  ,0:05:57  ,173.984375,176.0,95.72999877929688,146.0,150.0,--,20,2023-12-12 06:29:26
