,Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories,date
1173,Summary,00:42:11.001,00:42:08.075,7.58,7,53,0:05:34  ,0:05:33  ,0:05:00  ,170.25,176.0,105.46030167174072,157.0,169.0,--,647,2022-04-04 06:24:01
1174,1,00:00:27.523,00:00:00.000,--,--,--,--,--,--,0.0,0.0,--,76.0,82.0,--,1,2021-08-31 22:08:42
1175,2,00:00:01.862,00:00:00.000,--,--,--,--,--,--,0.0,0.0,--,73.0,73.0,--,0,2021-08-31 22:08:42
1176,Summary,00:00:29.385,00:00:00.000,--,--,--,--,--,--,0.0,0.0,--,76.0,82.0,--,1,2021-08-31 22:08:42
1177,1,00:03:33.480,00:03:30.000,0.5,--,12,0:07:06  ,0:07:00  ,0:05:40  ,154.46875,165.0,90.97528758831244,132.0,148.0,--,42,2022-08-13 08:45:17
1178,2,00:03:12.737,00:03:12.737,0.5,--,36,0:06:25  ,0:06:25  ,0:06:05  ,163.125,169.0,95.41917039433292,138.0,146.0,--,42,2022-08-13 08:45:17
1179,3,00:03:21.435,00:03:21.435,0.5,5,--,0:06:42  ,0:06:42  ,0:06:05  ,164.21875,170.0,90.69087353757882,144.0,151.0,--,47,2022-08-13 08:45:17
1180,4,00:03:18.894,00:03:18.894,0.5,2,--,0:06:37  ,0:06:37  ,0:06:24  ,162.96875,165.0,92.55401098192878,145.0,150.0,--,46,2022-08-13 08:45:17
1181,5,00:03:20.897,00:03:20.897,0.5,--,2,0:06:41  ,0:06:41  ,0:06:14  ,161.5625,163.0,92.42878233036306,147.0,153.0,--,44,2022-08-13 08:45:17
1182,6,00:03:13.263,00:03:13.000,0.5,--,--,0:06:26  ,0:06:26  ,0:06:12  ,161.6875,165.0,96.0054949199731,147.0,150.0,--,44,2022-08-13 08:45:17
1183,7,00:03:30.522,00:03:30.522,0.5,14,--,0:07:01  ,0:07:01  ,0:06:28  ,161.1875,165.0,88.40817008857007,148.0,154.0,--,47,2022-08-13 08:45:17
1184,8,00:03:37.464,00:03:37.000,0.5,5,--,0:07:14  ,0:07:14  ,0:07:06  ,161.421875,165.0,85.46169183157055,148.0,155.0,--,48,2022-08-13 08:45:17
1185,9,00:03:32.815,00:03:32.815,0.5,--,--,0:07:05  ,0:07:05  ,0:06:55  ,160.703125,163.0,87.71920606551029,147.0,151.0,--,44,2022-08-13 08:45:17
1186,10,00:03:28.572,00:03:28.572,0.5,3,--,0:06:57  ,0:06:57  ,0:06:32  ,162.671875,165.0,88.42045871541796,150.0,155.0,--,45,2022-08-13 08:45:17
1187,11,00:03:13.488,00:03:13.488,0.5,--,9,0:06:26  ,0:06:26  ,0:06:21  ,162.484375,165.0,95.42355676402912,152.0,158.0,--,43,2022-08-13 08:45:17
1188,12,00:03:14.304,00:03:13.000,0.5,5,--,0:06:28  ,0:06:26  ,0:06:09  ,161.578125,163.0,95.5557768247324,155.0,162.0,--,44,2022-08-13 08:45:17
1189,13,00:03:03.765,00:03:03.765,0.5,--,5,0:06:07  ,0:06:07  ,0:05:54  ,161.390625,165.0,101.15332286027818,156.0,160.0,--,43,2022-08-13 08:45:17
1190,14,00:03:23.537,00:03:22.000,0.5,8,--,0:06:47  ,0:06:44  ,0:06:08  ,161.140625,163.0,91.46876945098134,155.0,160.0,--,48,2022-08-13 08:45:17
1191,15,00:03:12.163,00:03:12.163,0.5,--,--,0:06:24  ,0:06:24  ,0:06:12  ,161.453125,165.0,96.6952280056118,158.0,162.0,--,44,2022-08-13 08:45:17
1192,16,00:02:52.200,00:02:52.000,0.5,--,--,0:05:44  ,0:05:44  ,0:05:25  ,162.921875,167.0,106.9322526284765,160.0,166.0,--,43,2022-08-13 08:45:17
1193,17,00:02:39.331,00:02:39.000,0.5,5,5,0:05:18  ,0:05:18  ,0:05:00  ,163.90625,165.0,114.87498718002426,169.0,171.0,--,42,2022-08-13 08:45:17
1194,18,00:02:32.791,00:02:32.791,0.5,--,12,0:05:05  ,0:05:05  ,0:04:52  ,167.234375,170.0,117.4080645701726,169.0,175.0,--,41,2022-08-13 08:45:17
1195,19,00:02:21.914,00:02:21.914,0.5,--,14,0:04:43  ,0:04:43  ,0:04:18  ,173.25,180.0,122.0176806888713,175.0,180.0,--,38,2022-08-13 08:45:17
1196,20,00:02:50.859,00:02:50.859,0.5,4,--,0:05:41  ,0:05:41  ,0:04:25  ,167.734375,178.0,104.67942687037284,175.0,181.0,--,45,2022-08-13 08:45:17
1197,21,00:02:51.967,00:02:51.967,0.5,--,--,0:05:43  ,0:05:43  ,0:05:18  ,166.84375,169.0,104.56015279983376,170.0,173.0,--,44,2022-08-13 08:45:17
1198,22,00:02:46.057,00:02:46.000,0.5,3,--,0:05:32  ,0:05:32  ,0:05:07  ,168.1875,170.0,107.41633592229304,174.0,181.0,--,45,2022-08-13 08:45:17
1199,23,00:00:02.381,00:00:02.000,0.01,--,--,0:03:45  ,0:03:09  ,0:05:34  ,170.0,170.0,156.23687194358516,176.0,176.0,--,0,2022-08-13 08:45:17
1200,Summary,01:09:14.836,01:09:06.819,11.01,55,95,0:06:17  ,0:06:16  ,0:04:18  ,162.96875,180.0,97.42457492942918,154.0,181.0,--,969,2022-08-13 08:45:17
1201,1,00:02:47.605,00:02:46.000,0.5,--,15,0:05:35  ,0:05:32  ,0:05:23  ,157.96875,169.0,113.30866267089586,134.0,155.0,--,36,2022-08-02 06:16:27
1202,2,00:02:36.000,00:02:36.000,0.5,--,32,0:05:12  ,0:05:12  ,0:04:39  ,167.296875,172.0,114.94996084516956,155.0,162.0,--,39,2022-08-02 06:16:27
1203,3,00:02:45.372,00:02:45.372,0.5,5,3,0:05:30  ,0:05:30  ,0:04:34  ,165.21875,174.0,109.79939814501212,161.0,169.0,--,42,2022-08-02 06:16:27
1204,4,00:02:31.975,00:02:31.975,0.5,2,--,0:05:03  ,0:05:03  ,0:04:41  ,171.203125,174.0,115.30214788784885,167.0,171.0,--,41,2022-08-02 06:16:27
1205,5,00:02:36.038,00:02:35.000,0.5,2,--,0:05:12  ,0:05:10  ,0:05:09  ,171.96875,176.0,111.79988599846094,160.0,166.0,--,41,2022-08-02 06:16:27
1206,6,00:02:38.357,00:02:38.357,0.5,16,--,0:05:16  ,0:05:16  ,0:05:08  ,171.859375,176.0,110.2327839485538,160.0,164.0,--,44,2022-08-02 06:16:27
1207,7,00:02:25.624,00:02:25.000,0.5,--,--,0:04:51  ,0:04:50  ,0:04:33  ,174.84375,178.0,117.82520585831593,164.0,174.0,--,38,2022-08-02 06:16:27
1208,8,00:02:18.605,00:02:18.605,0.5,--,--,0:04:37  ,0:04:37  ,0:04:34  ,176.21875,178.0,122.82598472313946,163.0,167.0,--,38,2022-08-02 06:16:27
1209,9,00:02:39.530,00:02:38.000,0.5,--,2,0:05:19  ,0:05:16  ,0:04:34  ,171.015625,176.0,109.96211917800878,169.0,175.0,--,41,2022-08-02 06:16:27
1210,10,00:02:40.529,00:02:40.529,0.5,--,--,0:05:21  ,0:05:21  ,0:05:03  ,171.3125,174.0,109.08842780720708,168.0,170.0,--,43,2022-08-02 06:16:27
1211,11,00:02:47.865,00:02:47.000,0.5,--,6,0:05:35  ,0:05:34  ,0:05:11  ,169.640625,174.0,105.34919511308313,168.0,171.0,--,44,2022-08-02 06:16:27
1212,12,00:02:49.457,00:02:49.457,0.5,11,12,0:05:38  ,0:05:38  ,0:05:08  ,169.96875,174.0,104.1580063868797,169.0,173.0,--,45,2022-08-02 06:16:27
1213,13,00:02:52.859,00:02:52.859,0.5,5,--,0:05:45  ,0:05:45  ,0:05:30  ,169.5625,174.0,102.35273772044118,167.0,172.0,--,43,2022-08-02 06:16:27
1214,14,00:02:38.699,00:02:38.000,0.5,5,--,0:05:17  ,0:05:16  ,0:05:22  ,170.296875,172.0,111.00444554677648,167.0,171.0,--,41,2022-08-02 06:16:27
1215,15,00:02:45.454,00:02:45.454,0.5,--,2,0:05:30  ,0:05:30  ,0:05:14  ,170.046875,172.0,106.6290014602712,166.0,170.0,--,40,2022-08-02 06:16:27
1216,16,00:02:52.812,00:02:52.812,0.5,--,5,0:05:45  ,0:05:45  ,0:05:13  ,168.984375,174.0,102.73083483446284,164.0,168.0,--,44,2022-08-02 06:16:27
1217,17,00:02:40.521,00:02:40.000,0.5,--,16,0:05:21  ,0:05:20  ,0:05:05  ,171.171875,178.0,109.18349717996291,163.0,171.0,--,42,2022-08-02 06:16:27
1218,18,00:02:44.587,00:02:44.587,0.5,5,4,0:05:29  ,0:05:29  ,0:05:05  ,171.375,174.0,106.35997899155088,166.0,170.0,--,44,2022-08-02 06:16:27
1219,19,00:02:43.117,00:02:43.117,0.5,--,--,0:05:26  ,0:05:26  ,0:04:48  ,171.75,174.0,107.0841692632418,171.0,177.0,--,45,2022-08-02 06:16:27
1220,20,00:02:51.447,00:02:51.000,0.5,--,--,0:05:42  ,0:05:42  ,0:05:07  ,170.4375,174.0,102.66589404808632,168.0,170.0,--,44,2022-08-02 06:16:27
1221,21,00:01:04.299,00:01:04.000,0.21,--,--,0:05:00  ,0:04:58  ,0:05:11  ,173.78125,180.0,115.04425107105074,168.0,172.0,--,17,2022-08-02 06:16:27
1222,Summary,00:54:50.752,00:54:43.124,10.21,50,97,0:05:22  ,0:05:21  ,0:04:33  ,170.078125,180.0,109.48218908781364,164.0,177.0,--,852,2022-08-02 06:16:27
1223,1,00:03:14.980,00:03:14.980,0.5,--,34,0:06:30  ,0:06:29  ,0:05:46  ,166.0625,182.0,92.65302999103348,127.0,136.0,--,36,2022-10-10 06:28:10
1224,2,00:03:35.997,00:03:35.997,0.5,--,10,0:07:11  ,0:07:11  ,0:06:14  ,168.703125,180.0,82.32854120172799,139.0,153.0,--,46,2022-10-10 06:28:10
1225,3,00:03:13.058,00:03:13.000,0.5,6,--,0:06:26  ,0:06:26  ,0:06:08  ,171.890625,174.0,90.4026714423416,139.0,147.0,--,46,2022-10-10 06:28:10
1226,4,00:03:27.860,00:03:27.860,0.5,8,--,0:06:55  ,0:06:55  ,0:06:38  ,170.4375,172.0,84.68084347316712,142.0,148.0,--,44,2022-10-10 06:28:10
1227,5,00:03:16.974,00:03:16.974,0.5,--,5,0:06:34  ,0:06:33  ,0:03:33  ,168.890625,187.0,90.17928958353993,139.0,148.0,--,41,2022-10-10 06:28:10
1228,6,00:03:11.131,00:03:11.000,0.48,--,5,0:06:40  ,0:06:40  ,0:06:29  ,168.703125,170.0,88.73169770688743,137.0,146.0,--,39,2022-10-10 06:28:10
1229,7,00:00:45.000,00:00:45.000,0.19,--,4,0:03:54  ,0:03:54  ,0:03:39  ,191.390625,201.0,133.47222647427003,153.0,158.0,--,12,2022-10-10 06:28:10
1230,8,00:00:45.000,00:00:45.000,0.1,7,--,0:07:45  ,0:07:45  ,0:03:51  ,148.28125,196.0,86.96087026914296,151.0,156.0,--,10,2022-10-10 06:28:10
1231,9,00:00:45.000,00:00:45.000,0.18,--,--,0:04:12  ,0:04:12  ,0:04:11  ,186.859375,194.0,127.18299023399392,145.0,163.0,--,11,2022-10-10 06:28:10
1232,10,00:00:45.000,00:00:45.000,0.12,--,--,0:06:28  ,0:06:28  ,0:04:17  ,165.4375,189.0,93.33635365508124,166.0,170.0,--,10,2022-10-10 06:28:10
1233,11,00:00:45.000,00:00:45.000,0.2,--,2,0:03:47  ,0:03:47  ,0:03:58  ,190.3125,196.0,138.8102935139573,166.0,173.0,--,13,2022-10-10 06:28:10
1234,12,00:00:45.000,00:00:45.000,0.1,--,--,0:07:21  ,0:07:21  ,0:03:57  ,168.109375,192.0,80.83625966245313,172.0,177.0,--,12,2022-10-10 06:28:10
1235,13,00:00:45.000,00:00:45.000,0.2,--,--,0:03:46  ,0:03:46  ,0:03:57  ,187.9375,196.0,141.19587931978162,167.0,175.0,--,12,2022-10-10 06:28:10
1236,14,00:00:45.000,00:00:45.000,0.11,--,--,0:06:35  ,0:06:35  ,0:03:56  ,168.109375,189.0,90.33801279742542,172.0,175.0,--,12,2022-10-10 06:28:10
1237,15,00:00:45.000,00:00:45.000,0.21,--,--,0:03:37  ,0:03:37  ,0:03:31  ,190.28125,198.0,145.23063062831883,168.0,175.0,--,13,2022-10-10 06:28:10
1238,16,00:00:45.000,00:00:45.000,0.1,8,--,0:07:52  ,0:07:52  ,0:03:44  ,166.09375,189.0,76.46284101599248,175.0,179.0,--,12,2022-10-10 06:28:10
1239,17,00:03:15.000,00:03:15.000,0.44,--,10,0:07:24  ,0:07:24  ,0:06:38  ,166.640625,170.0,81.05512843052401,146.0,168.0,--,41,2022-10-10 06:28:10
1240,18,00:00:45.000,00:00:45.000,0.2,4,--,0:03:50  ,0:03:50  ,0:03:39  ,192.859375,201.0,135.23497841219046,142.0,148.0,--,12,2022-10-10 06:28:10
1241,19,00:00:45.000,00:00:45.000,0.09,--,--,0:07:56  ,0:07:56  ,0:03:56  ,166.171875,194.0,75.83313131758345,152.0,154.0,--,10,2022-10-10 06:28:10
1242,20,00:00:45.000,00:00:45.000,0.21,--,--,0:03:33  ,0:03:33  ,0:03:41  ,183.25,196.0,153.56071163383925,160.0,177.0,--,13,2022-10-10 06:28:10
1243,21,00:00:45.000,00:00:45.000,0.11,--,--,0:06:54  ,0:06:54  ,0:03:41  ,167.421875,192.0,86.42438681171255,173.0,179.0,--,12,2022-10-10 06:28:10
1244,22,00:00:45.000,00:00:45.000,0.19,--,--,0:03:54  ,0:03:54  ,0:03:36  ,188.828125,196.0,135.26233450558544,166.0,175.0,--,13,2022-10-10 06:28:10
1245,23,00:00:45.000,00:00:45.000,0.12,3,--,0:06:06  ,0:06:06  ,0:03:44  ,169.6875,196.0,96.38109557243708,174.0,179.0,--,13,2022-10-10 06:28:10
1246,24,00:00:45.000,00:00:45.000,0.2,--,6,0:03:46  ,0:03:46  ,0:03:42  ,192.796875,201.0,137.55409254531702,170.0,178.0,--,13,2022-10-10 06:28:10
1247,25,00:00:45.000,00:00:45.000,0.1,6,--,0:07:44  ,0:07:44  ,0:03:41  ,142.0625,196.0,90.98343094661972,177.0,181.0,--,12,2022-10-10 06:28:10
1248,26,00:00:45.000,00:00:45.000,0.18,--,3,0:04:03  ,0:04:03  ,0:03:56  ,192.671875,201.0,127.96194127943124,169.0,179.0,--,13,2022-10-10 06:28:10
1249,27,00:00:45.000,00:00:45.000,0.1,--,--,0:07:20  ,0:07:20  ,0:03:54  ,135.4375,198.0,100.48423289445851,177.0,183.0,--,13,2022-10-10 06:28:10
1250,28,00:03:22.386,00:03:22.000,0.5,5,--,0:06:44  ,0:06:44  ,0:06:08  ,167.65625,172.0,88.41399940946948,150.0,160.0,--,45,2022-10-10 06:28:10
1251,29,00:03:14.551,00:03:14.551,0.5,2,5,0:06:29  ,0:06:29  ,0:06:03  ,169.765625,174.0,90.83182539760448,151.0,155.0,--,42,2022-10-10 06:28:10
1252,30,00:03:23.063,00:03:23.000,0.47,9,6,0:07:15  ,0:07:14  ,0:06:12  ,167.515625,172.0,82.3160088357248,159.0,166.0,--,49,2022-10-10 06:28:10
1253,31,00:00:04.074,00:00:04.000,0.01,--,--,0:07:09  ,0:07:01  ,0:07:54  ,166.5,167.0,83.9425585814106,163.0,163.0,--,0,2022-10-10 06:28:10
1254,Summary,00:48:19.074,00:48:18.362,7.9,56,91,0:06:07  ,0:06:07  ,0:03:31  ,170.5,201.0,95.01700385468236,150.0,183.0,--,670,2022-10-10 06:28:10
1255,1,00:11:38.591,00:11:26.000,1.0,--,--,0:11:38  ,0:11:26  ,0:09:01  ,120.8125,157.0,71.02999877929688,140.0,155.0,--,149,2023-04-17 07:26:43
1256,2,00:03:24.138,00:03:23.000,0.29,--,--,0:11:45  ,0:11:41  ,0:11:09  ,119.515625,127.0,71.27999877929688,146.0,150.0,--,46,2023-04-17 07:26:43
1257,Summary,00:15:02.729,00:14:49.000,1.29,--,--,0:11:40  ,0:11:29  ,0:09:01  ,120.515625,157.0,71.09000244140626,142.0,155.0,--,195,2023-04-17 07:26:43
1258,1,00:06:23.857,00:06:23.857,1.0,0,37,0:06:23  ,0:06:23  ,0:05:29  ,169.1875,173.0,92.69000244140624,133.0,143.0,--,78,2023-05-13 09:56:59
1259,2,00:06:19.700,00:06:18.000,1.0,4,7,0:06:19  ,0:06:18  ,0:05:01  ,169.875,176.0,93.24000244140626,143.0,157.0,--,81,2023-05-13 09:56:59
1260,3,00:06:21.213,00:06:21.000,1.0,14,1,0:06:21  ,0:06:21  ,0:06:10  ,169.765625,173.0,92.62999877929688,157.0,165.0,--,88,2023-05-13 09:56:59
1261,4,00:06:17.673,00:06:17.673,1.0,2,0,0:06:17  ,0:06:17  ,0:06:04  ,170.25,172.0,93.85,155.0,164.0,--,86,2023-05-13 09:56:59
1262,5,00:06:09.951,00:06:09.951,1.0,0,5,0:06:09  ,0:06:09  ,0:05:53  ,170.546875,173.0,95.37999877929688,156.0,159.0,--,84,2023-05-13 09:56:59
1263,6,00:06:15.208,00:06:15.000,1.0,3,2,0:06:15  ,0:06:15  ,0:05:42  ,169.515625,172.0,93.85,157.0,163.0,--,85,2023-05-13 09:56:59
1264,7,00:06:14.392,00:06:14.392,1.0,3,0,0:06:14  ,0:06:14  ,0:06:02  ,169.71875,173.0,94.52999877929688,159.0,165.0,--,86,2023-05-13 09:56:59
1265,8,00:06:19.543,00:06:19.000,1.0,0,8,0:06:19  ,0:06:19  ,0:06:09  ,169.34375,171.0,93.95,157.0,161.0,--,83,2023-05-13 09:56:59
1266,9,00:06:16.851,00:06:16.851,1.0,1,14,0:06:16  ,0:06:16  ,0:06:12  ,170.34375,174.0,93.52999877929688,152.0,162.0,--,79,2023-05-13 09:56:59
1267,10,00:06:09.678,00:06:09.678,1.0,0,1,0:06:09  ,0:06:09  ,0:06:04  ,170.546875,172.0,95.25,159.0,163.0,--,84,2023-05-13 09:56:59
1268,11,00:06:23.531,00:06:19.000,1.0,22,1,0:06:23  ,0:06:19  ,0:06:08  ,170.3125,199.0,92.22000122070312,162.0,174.0,--,88,2023-05-13 09:56:59
1269,12,00:00:48.403,00:00:48.000,0.13,8,0,0:06:20  ,0:06:17  ,0:06:16  ,172.3125,174.0,92.52999877929688,172.0,175.0,--,12,2023-05-13 09:56:59
1270,13,00:00:00.767,00:00:00.767,0.0,0,0,0:03:48  ,0:03:48  ,0:06:18  ,172.0,172.0,91.1,175.0,175.0,--,0,2023-05-13 09:56:59
1271,Summary,01:10:00.767,01:09:53.169,11.13,58,75,0:06:17  ,0:06:16  ,0:05:01  ,169.96875,199.0,93.70999755859376,154.0,175.0,--,936,2023-05-13 09:56:59
1272,1,00:05:58.970,00:05:58.970,1.0,--,--,0:05:58  ,0:05:58  ,0:05:29  ,165.375,170.0,101.07022596580566,151.0,163.0,--,87,2022-02-28 06:36:17
1273,2,00:05:49.430,00:05:49.000,1.0,9,6,0:05:49  ,0:05:49  ,0:05:33  ,166.09375,169.0,103.38029824322214,161.0,172.0,--,91,2022-02-28 06:36:17
1274,3,00:05:49.336,00:05:49.336,1.0,--,5,0:05:49  ,0:05:49  ,0:05:13  ,166.859375,170.0,102.93363187333443,172.0,177.0,--,99,2022-02-28 06:36:17
1275,4,00:05:53.425,00:05:53.000,1.0,2,--,0:05:53  ,0:05:53  ,0:05:26  ,167.4375,172.0,101.39143454777006,174.0,180.0,--,100,2022-02-28 06:36:17
1276,5,00:05:44.296,00:05:44.296,1.0,--,1,0:05:44  ,0:05:44  ,0:05:21  ,167.828125,174.0,103.83757646182094,173.0,178.0,--,96,2022-02-28 06:36:17
1277,6,00:03:11.132,00:03:11.000,0.62,3,--,0:05:08  ,0:05:08  ,0:03:54  ,170.546875,182.0,114.13577899693055,176.0,181.0,--,55,2022-02-28 06:36:17
1278,Summary,00:32:26.589,00:32:25.602,5.62,15,12,0:05:46  ,0:05:46  ,0:03:54  ,167.09375,182.0,103.64997932856474,167.0,181.0,--,528,2022-02-28 06:36:17
1279,1,00:03:18.477,00:03:18.477,0.5,3,13,0:06:36  ,0:06:36  ,0:06:29  ,167.265625,174.0,90.36585441125492,129.0,141.0,--,37,2022-10-02 08:41:11
1280,2,00:03:03.985,00:03:03.985,0.5,--,41,0:06:07  ,0:06:07  ,0:05:07  ,168.4375,174.0,96.80550375747008,132.0,135.0,--,41,2022-10-02 08:41:11
1281,3,00:03:17.896,00:03:17.896,0.5,6,--,0:06:35  ,0:06:35  ,0:05:58  ,170.671875,172.0,88.82235579056552,140.0,145.0,--,45,2022-10-02 08:41:11
1282,4,00:03:04.006,00:03:04.000,0.5,--,--,0:06:08  ,0:06:08  ,0:06:09  ,170.984375,174.0,95.35266875666052,147.0,151.0,--,43,2022-10-02 08:41:11
1283,5,00:03:03.984,00:03:03.984,0.5,--,--,0:06:07  ,0:06:07  ,0:05:55  ,169.5,172.0,96.19921116309231,149.0,153.0,--,43,2022-10-02 08:41:11
1284,6,00:02:49.624,00:02:49.000,0.5,--,--,0:05:39  ,0:05:38  ,0:05:27  ,169.796875,174.0,104.160793434378,152.0,155.0,--,43,2022-10-02 08:41:11
1285,7,00:03:09.506,00:03:09.506,0.5,--,--,0:06:19  ,0:06:19  ,0:05:52  ,168.046875,170.0,94.20367743344238,152.0,157.0,--,45,2022-10-02 08:41:11
1286,8,00:03:11.646,00:03:11.000,0.5,4,--,0:06:23  ,0:06:22  ,0:05:40  ,170.015625,172.0,92.07307932300272,155.0,160.0,--,47,2022-10-02 08:41:11
1287,9,00:03:08.946,00:03:08.946,0.5,5,--,0:06:17  ,0:06:17  ,0:06:20  ,168.03125,170.0,94.4916638324107,154.0,161.0,--,44,2022-10-02 08:41:11
1288,10,00:03:04.875,00:03:04.875,0.5,--,12,0:06:09  ,0:06:09  ,0:06:03  ,167.8125,170.0,96.69828247230312,146.0,151.0,--,42,2022-10-02 08:41:11
