,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score
14,2,98364076,S6 - 2/4 - Prépa MDP - Variation d'allures,8541.0,2970,3054,49.0,Run,Run,0.0,10528976128,2024-01-10T05:41:07Z,2024-01-10T06:41:07Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,3,0,1,0,False,False,False,False,followers_only,False,g14159954,2.876,5.224,88.5,371.7,642.0,377.0,1103.8,True,True,153.7,176.0,False,True,74.4,25.0,11266094134.0,11266094134,garmin_ping_314484596494,False,1,0,False,68.0
15,2,98364076,S5 - 1/4 - Prépa MDP - footing EF,6257.4,2400,2515,53.0,Run,Run,0.0,10522295757,2024-01-09T05:40:57Z,2024-01-09T06:40:57Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g11245838,2.607,3.448,88.0,336.0,504.0,331.0,806.5,True,True,146.1,170.0,False,True,74.4,25.8,11259155284.0,11259155284,garmin_ping_314294001596,False,0,0,False,36.0
16,2,98364076,S5 - 4/4 - Prépa MDP - Sortie longue,12634.5,4800,4841,82.0,Run,Run,0.0,10509960602,2024-01-07T08:43:22Z,2024-01-07T09:43:22Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.632,3.876,85.8,337.2,516.0,339.0,1618.7,True,True,153.0,172.0,False,True,74.4,26.4,11246386662.0,11246386662,garmin_ping_313935029998,False,0,0,False,114.0
17,2,98364076,S5 - 3/4 - Prepa MDP - Footing EF,7324.0,2703,2787,46.0,Run,Run,0.0,10502925949,2024-01-06T07:48:57Z,2024-01-06T08:48:57Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g15692877,2.71,3.538,86.0,340.5,529.0,337.0,920.3,True,True,146.7,173.0,False,True,73.6,26.4,11238841352.0,11238841352,garmin_ping_313740166761,False,0,0,False,46.0
18,2,98364076,S5 - 2/4 - Prépa MDP - Endurance de force,8385.9,3030,3104,46.0,Run,Run,0.0,10490453365,2024-01-04T06:46:44Z,2024-01-04T07:46:44Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g14159954,2.768,5.286,86.9,356.5,676.0,360.0,1080.3,True,True,139.8,177.0,False,True,75.4,27.4,11225712825.0,11225712825,garmin_ping_313360720403,False,0,0,False,42.0
19,2,98364076,S5 - Prépa MDP - Footing EF,6104.9,2316,2393,77.0,Run,Run,0.0,10483736358,2024-01-03T06:07:13Z,2024-01-03T07:07:13Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,3,0,1,0,False,False,False,False,followers_only,False,g15692877,2.636,3.546,85.6,343.5,492.0,341.0,795.5,True,True,141.2,165.0,False,True,75.0,26.2,11218735967.0,11218735967,garmin_ping_313156299515,False,0,0,False,24.0
20,2,98364076,S5 - 1/4 - Prepa MDP - Séance Vitesse,7435.1,2786,2862,56.0,Run,Run,0.0,10477473015,2024-01-02T06:06:04Z,2024-01-02T07:06:04Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,3,0,1,0,False,False,False,False,followers_only,False,g12358729,2.669,7.024,86.6,345.8,1069.0,347.0,963.3,True,True,149.5,176.0,False,True,73.2,27.4,11212240461.0,11212240461,garmin_ping_312943812780,False,0,0,False,53.0
21,2,98364076,S4 - 3/4 - Prépa MDP - Endurance de force,8871.3,3180,3230,49.0,Run,Run,0.0,10454507903,2023-12-29T07:14:13Z,2023-12-29T08:14:13Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.79,5.49,86.8,364.3,641.0,369.0,1158.6,True,True,149.0,175.0,False,True,76.4,28.2,11188372939.0,11188372939,garmin_ping_312240955435,False,0,0,False,57.0
22,2,98364076,S4 - 2/4 - Prépa MDP - Footing EF,7345.8,2703,2703,45.0,Run,Run,0.0,10448998184,2023-12-28T08:29:23Z,2023-12-28T09:29:23Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g15692877,2.718,3.974,86.4,361.9,562.0,367.0,978.2,True,True,144.4,167.0,False,True,74.8,26.8,11182663159.0,11182663159,garmin_ping_312075586626,False,0,0,False,33.0
23,2,98364076,S4 - 1/4 - Prépa MDP - Séance Vitesse,8263.4,3061,3087,47.0,Run,Run,0.0,10443687929,2023-12-27T09:39:41Z,2023-12-27T10:39:41Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g12358729,2.7,7.066,86.3,359.7,953.0,363.0,1101.1,True,True,153.8,181.0,False,True,74.8,29.0,11177156693.0,11177156693,garmin_ping_311909254054,False,0,0,False,72.0
24,2,98364076,S4 - Prépa MDP - footing EF,7006.6,2603,2623,49.0,Run,Run,0.0,10437638251,2023-12-26T09:12:18Z,2023-12-26T10:12:18Z,(GMT+01:00) Europe/Paris,3600.0,,,,8,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.692,3.898,86.0,355.9,569.0,355.0,926.3,True,True,145.2,160.0,False,True,53.0,21.0,11170873902.0,11170873902,garmin_ping_311729298308,False,1,0,False,38.0
25,2,98364076,S3 - 4/4 - Prépa MDP - Sortie longue,11013.4,4188,4201,87.0,Run,Run,0.0,10428558011,2023-12-24T08:36:31Z,2023-12-24T09:36:31Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g12934713,2.63,4.072,85.6,357.2,542.0,361.0,1496.0,True,True,152.3,173.0,False,True,55.0,21.4,11161376924.0,11161376924,garmin_ping_311411464629,False,0,0,False,93.0
26,2,98364076,S3 - Prepa MDP - Footing EF,6073.3,2400,2437,49.0,Run,Run,0.0,10418967713,2023-12-22T10:15:29Z,2023-12-22T11:15:29Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g15692877,2.531,3.376,85.5,342.9,500.0,343.0,823.0,True,True,146.9,168.0,False,True,71.8,24.6,11151468264.0,11151468264,garmin_ping_311091951380,False,0,0,False,37.0
27,2,98364076,S3 - 3/4 - Prepa MDP - Endurance de force,8999.9,3291,3331,87.0,Run,Run,0.0,10413277385,2023-12-21T06:13:23Z,2023-12-21T07:13:23Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g14159954,2.735,5.956,86.9,359.1,717.0,365.0,1181.9,True,True,144.8,172.0,False,True,76.4,25.2,11145832637.0,11145832637,garmin_ping_310902545006,False,0,0,False,42.0
28,2,98364076,S3 - 2/4 - Prépa MDP - Séance Vitesse,8339.9,3092,3141,47.0,Run,Run,0.0,10402989099,2023-12-19T05:25:45Z,2023-12-19T06:25:45Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g12358729,2.697,6.716,86.9,361.3,1045.0,368.0,1117.2,True,True,145.6,173.0,False,True,75.2,29.0,11135195446.0,11135195446,garmin_ping_310563244180,False,0,0,False,43.0
29,2,98364076,S3 - 1/4 - Prépa MDP - footing EF,7189.6,2732,2732,79.0,Run,Run,0.0,10398086345,2023-12-18T05:36:51Z,2023-12-18T06:36:51Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g12934713,2.632,3.608,86.3,344.0,497.0,347.0,939.7,True,True,143.9,164.0,False,True,77.4,29.8,11130106970.0,11130106970,garmin_ping_310395097582,False,0,0,False,35.0
30,2,98364076,S2 - 4/4 - Prépa MDP - introduction d'intensité (Seuil30),8804.0,3002,3010,34.0,Run,Run,0.0,10392841712,2023-12-17T08:16:09Z,2023-12-17T09:16:09Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,4,0,1,0,False,False,False,False,followers_only,False,g15692877,2.933,4.746,87.4,364.1,503.0,367.0,1093.1,True,True,156.8,175.0,False,True,57.2,33.0,11124573663.0,11124573663,garmin_ping_310240101538,False,0,0,False,82.0
31,2,98364076,Seance escalier,4658.3,2762,2775,187.0,Run,Run,0.0,10382505628,2023-12-15T06:00:36Z,2023-12-15T07:00:36Z,(GMT+01:00) Europe/Paris,3600.0,,,,3,5,0,1,0,False,False,False,False,followers_only,False,g12934713,1.687,3.662,81.7,295.7,823.0,292.0,816.8,True,True,150.5,172.0,False,True,74.2,28.4,11113715529.0,11113715529,garmin_ping_309894268795,False,1,1,False,46.0
32,2,98364076,S2 - 3/4 - Prépa MDP - footing EF,6391.7,2404,2452,54.0,Run,Run,0.0,10377464880,2023-12-14T05:32:53Z,2023-12-14T06:32:53Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,1,0,1,0,False,False,False,False,followers_only,False,g15692877,2.659,3.61,85.9,351.4,528.0,351.0,844.8,True,True,144.0,168.0,False,True,74.2,26.4,11108459894.0,11108459894,garmin_ping_309724592896,False,0,0,False,29.0
33,2,98364076,S2 - 2/4 - Prépa MDP - VMA,7302.1,2558,2614,47.0,Run,Run,0.0,10366878357,2023-12-12T05:29:26Z,2023-12-12T06:29:26Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g14159954,2.855,5.06,87.7,374.8,624.0,381.0,958.8,True,True,151.4,177.0,False,True,73.6,28.6,11097466363.0,11097466363,garmin_ping_309387817621,False,0,0,False,49.0
34,2,98364076,S2 - 1/4 - Prépa MDP - Footing EF,7284.0,2724,2724,45.0,Run,Run,0.0,10361768417,2023-12-11T05:25:08Z,2023-12-11T06:25:08Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g15692877,2.674,3.56,86.6,353.4,503.0,355.0,962.6,True,True,142.2,161.0,False,True,77.6,28.0,11092143046.0,11092143046,garmin_ping_309213754664,False,0,0,False,29.0
35,2,98364076,S1 - 4/4 - Prépa MDP - Sortie longue,9852.9,3621,3627,42.0,Run,Run,0.0,10357157383,2023-12-10T09:26:42Z,2023-12-10T10:26:42Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,8,0,1,0,False,False,False,False,followers_only,False,g12934713,2.721,6.22,86.5,342.7,492.0,342.0,1240.8,True,True,147.3,157.0,False,True,53.6,29.0,11087241217.0,11087241217,garmin_ping_309074186073,False,0,0,False,65.0
36,2,98364076,Morning Run,1617.4,666,717,30.0,Run,Run,,10346407801,2023-12-08T07:16:51Z,2023-12-08T08:16:51Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,0,0,1,0,False,False,False,True,only_me,False,g15692877,2.428,3.16,85.8,346.4,531.0,343.0,230.7,True,True,147.1,168.0,False,True,64.0,29.8,11076028084.0,11076028084,garmin_ping_308724476091,False,0,0,False,12.0
37,2,98364076,Renforcement musculaire,0.0,1766,1766,0.0,WeightTraining,WeightTraining,,10346405377,2023-12-08T06:46:47Z,2023-12-08T07:46:47Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,3,0,1,0,True,False,False,False,followers_only,False,,0.0,0.0,,,,,,,True,120.5,162.0,False,True,0.0,0.0,11076025503.0,11076025503,garmin_ping_308724352743,False,0,0,False,8.0
38,2,98364076,Morning Run,2141.5,803,867,7.0,Run,Run,,10346404936,2023-12-08T06:31:15Z,2023-12-08T07:31:15Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,0,0,1,0,False,False,False,True,only_me,False,g15692877,2.667,3.636,85.2,315.8,371.0,305.0,253.6,True,True,136.8,148.0,False,True,75.8,33.0,11076025037.0,11076025037,garmin_ping_308724328545,False,0,0,False,5.0
39,2,98364076,S1 - 3/4 - Prepa MDP - Footing EF,7244.4,2701,2750,79.0,Run,Run,0.0,10341307914,2023-12-07T05:34:07Z,2023-12-07T06:34:07Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g15692877,2.682,3.218,85.4,364.0,556.0,364.0,983.1,True,True,140.1,162.0,False,True,75.8,28.8,11070744193.0,11070744193,garmin_ping_308551150719,False,0,0,False,23.0
40,2,98364076,S1 - 2/4 - Prepa MDP - introduction d'intensité (seuil60),9130.1,3241,3311,46.0,Run,Run,0.0,10335947213,2023-12-06T05:33:26Z,2023-12-06T06:33:26Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g14159954,2.817,4.434,86.3,371.8,536.0,375.0,1205.2,True,True,148.6,168.0,False,True,72.6,26.0,11065193983.0,11065193983,garmin_ping_308384484660,False,0,0,False,55.0
41,2,98364076,S1 - 1/4 - Introduction d'intensité (Seuil30),7902.0,2794,2935,47.0,Run,Run,0.0,10325426361,2023-12-04T05:34:42Z,2023-12-04T06:34:42Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g14159954,2.828,4.666,87.8,371.3,591.0,371.0,1037.3,True,True,151.7,174.0,False,True,68.8,26.8,11054274606.0,11054274606,garmin_ping_308044006003,False,0,0,False,57.0
42,2,98364076,Sortie longue aux sensations 😊,11331.3,4318,4348,59.0,Run,Run,0.0,10317478737,2023-12-02T15:38:19Z,2023-12-02T16:38:19Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.624,3.686,85.5,341.2,546.0,341.0,1473.3,True,True,147.6,167.0,False,True,72.0,19.2,11045963935.0,11045963935,garmin_ping_307784639396,False,0,0,False,78.0
43,2,98364076,Un peu d'intensité (Seuil60),9405.0,3301,3301,91.0,Run,Run,0.0,10309796988,2023-12-01T06:15:32Z,2023-12-01T07:15:32Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12358729,2.849,4.266,87.9,361.5,531.0,368.0,1193.2,True,True,146.5,165.0,False,True,75.0,28.8,11038000626.0,11038000626,garmin_ping_307548472251,False,0,0,False,49.0
44,2,98364076,Footing EF,7249.0,2700,2787,45.0,Run,Run,0.0,10299156831,2023-11-29T05:35:18Z,2023-11-29T06:35:18Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,7,0,1,0,False,False,False,False,followers_only,False,g12934713,2.685,3.774,86.1,343.7,510.0,341.0,928.0,True,True,141.3,161.0,False,True,77.4,30.2,11026985884.0,11026985884,garmin_ping_307212621051,False,0,0,False,26.0
45,2,98364076,Semi marathon de Boulogne,21273.6,6319,6319,110.0,Run,Run,1.0,10283683472,2023-11-26T09:12:16Z,2023-11-26T10:12:16Z,(GMT+01:00) Europe/Paris,3600.0,,,,13,12,9,244,0,False,False,False,False,followers_only,False,g12358729,3.367,7.87,89.4,408.4,623.0,409.0,2580.5,True,True,150.8,192.0,False,True,60.0,3.6,11010941903.0,11010941903,garmin_ping_306733191165,False,10,0,False,154.0
46,2,98364076,Footing d'activation (Semi J-1),5041.7,1761,1770,6.0,Run,Run,0.0,10277051435,2023-11-25T07:34:58Z,2023-11-25T08:34:58Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,6,2,1,0,False,False,False,False,followers_only,False,g12934713,2.863,5.98,86.9,345.3,613.0,345.0,608.0,True,True,147.7,169.0,False,True,27.8,22.8,11004055614.0,11004055614,garmin_ping_306546937446,False,0,0,False,29.0
47,2,98364076,Footing EF,6142.1,2242,2285,44.0,Run,Run,0.0,10266549897,2023-11-23T06:30:24Z,2023-11-23T07:30:24Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,3,0,1,0,False,False,False,False,followers_only,False,g12934713,2.74,3.93,85.3,340.2,522.0,340.0,762.7,True,True,142.5,165.0,False,True,75.0,27.4,10993090092.0,10993090092,garmin_ping_306219227230,False,0,0,False,26.0
48,2,98364076,Morning Run,7406.0,2642,2707,52.0,Run,Run,0.0,10254915664,2023-11-21T05:35:59Z,2023-11-21T06:35:59Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,4,0,1,0,False,False,False,False,followers_only,False,g12934713,2.803,4.266,87.5,349.1,504.0,355.0,922.2,True,True,147.2,173.0,False,True,75.6,29.6,10981019986.0,10981019986,garmin_ping_305880979613,False,1,0,False,43.0
49,2,98364076,Sortie Longue,11233.9,4124,4387,54.0,Run,Run,0.0,10240874754,2023-11-18T15:46:37Z,2023-11-18T16:46:37Z,(GMT+01:00) Europe/Paris,3600.0,,,,7,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.724,4.916,86.5,342.6,520.0,335.0,1413.0,True,True,147.7,167.0,False,True,81.4,31.0,10966386927.0,10966386927,garmin_ping_305454990622,False,1,0,False,74.0
50,2,98364076,Allure Semi,10075.0,3421,3431,62.0,Run,Run,0.0,10234991548,2023-11-17T06:23:42Z,2023-11-17T07:23:42Z,(GMT+01:00) Europe/Paris,3600.0,,,,14,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.945,4.348,87.5,362.2,511.0,374.0,1238.9,True,True,155.0,175.0,False,True,74.0,28.8,10960277692.0,10960277692,garmin_ping_305288620096,False,4,0,False,81.0
51,2,98364076,Footing EF,6409.2,2403,2476,79.0,Run,Run,0.0,10226930089,2023-11-16T05:52:08Z,2023-11-16T06:52:08Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.667,3.628,86.3,334.4,517.0,334.0,803.5,True,True,143.2,164.0,False,True,73.8,31.0,10951912818.0,10951912818,garmin_ping_305049553387,False,0,0,False,32.0
52,2,98364076,Allure Semi (Séance test),15669.6,5127,5134,64.0,Run,Run,0.0,10215062719,2023-11-14T05:16:25Z,2023-11-14T06:16:25Z,(GMT+01:00) Europe/Paris,3600.0,,,,13,5,0,1,0,False,False,False,False,followers_only,False,g12358729,3.056,4.492,88.6,369.5,506.0,382.0,1894.6,True,True,167.3,185.0,False,True,73.2,27.8,10939595853.0,10939595853,garmin_ping_304714420325,False,6,0,False,210.0
53,2,98364076,Sortie longue,13004.7,4719,4783,51.0,Run,Run,0.0,10204173147,2023-11-12T08:29:21Z,2023-11-12T09:29:21Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,7,0,1,0,False,False,False,False,followers_only,False,g12934713,2.756,5.314,86.9,355.5,507.0,355.0,1677.8,True,True,149.4,171.0,False,True,72.2,26.4,10928286637.0,10928286637,garmin_ping_304392759510,False,0,0,False,95.0
54,2,98364076,Allure Semi,14274.2,4650,4738,73.0,Run,Run,0.0,10186839405,2023-11-09T06:01:03Z,2023-11-09T07:01:03Z,(GMT+01:00) Europe/Paris,3600.0,,,,15,7,0,1,0,False,False,False,False,followers_only,False,g12358729,3.07,4.76,88.5,381.5,515.0,393.0,1774.0,True,True,160.6,179.0,False,True,70.6,27.0,10910295341.0,10910295341,garmin_ping_303883163165,False,1,0,False,148.0
55,2,98364076,Footing EF,7092.6,2701,2701,46.0,Run,Run,0.0,10180794495,2023-11-08T05:35:06Z,2023-11-08T06:35:06Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,7,0,1,0,False,False,False,False,followers_only,False,g12934713,2.626,3.414,86.1,331.5,488.0,335.0,895.4,True,True,139.5,159.0,False,True,74.0,28.8,10904049673.0,10904049673,garmin_ping_303709121394,False,0,0,False,22.0
56,2,98364076,Allure Semi,16468.0,5400,5567,106.0,Run,Run,0.0,10168905113,2023-11-06T05:45:47Z,2023-11-06T06:45:47Z,(GMT+01:00) Europe/Paris,3600.0,,,,16,6,0,1,0,False,False,False,False,followers_only,False,g14159954,3.05,4.646,88.3,369.5,498.0,378.0,1995.2,True,True,164.8,183.0,False,True,76.0,27.4,10891682861.0,10891682861,garmin_ping_303368934663,False,8,0,False,207.0
